# Taylor Dome - High Resolution Oxygen Isotope and 10Be Data
#-----------------------------------------------------------------------
#               World Data Center for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original reference when using these data,
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed
#
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_study_id:2418
#
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/icecore/antarctica/taylor/hi18o_td.txt
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Cores
# --------------------
# Contribution_date
#	Date: 2000
# --------------------
# Title 
#	Study_Name: Taylor Dome - High Resolution Oxygen Isotope and 10Be Data
# --------------------
# Investigators
#	Investigators: Steig, E.J.; Morse, D.L; Waddington, E.D.; Stuiver, M.; Grootes, P.M.  
# --------------------
# Description_and_Notes
#	Description: The delta 18O values were determined at the Quaternary Isotope Laboratory
#  (M. Stuiver, Box 351360, University of Washington, Seattle WA 98195, USA).
#  The time scale (st9810) is a combined timescale from geophysical
#  measurements, gas-correation with the GISP2 layer-counted 
#  chronology (central Greenland), and interpolation using gas and 
#  10-Be control points.  Details are given in Steig et al., 1999.
#
#  All of the data in this file are from samples bottled at the
#  University of New Hampshire.  Samples are "residue" from the UNH
#  automated melting system, used as a prep. system for ion 
#  chromatography measurements.  All ice was sampled at the National
#  Ice Core Laboratory.
# --------------------
# Publication
#	Authors: E.J. Steig, D.L. Morse, E.D. Waddington, M. Stuiver, and P.M. Grootes
#	Published_Date_or_Year: 2000
#	Published_Title: Wisconsinan and Holocene climate history from an ice core at Taylor Dome, western Ross Embayment, Antarctica 
#	Journal_Name: Geografiska Annaler
#	Volume: 82A
#	Edition: 	
#	Issue: 2-3
#	Pages: 213-235
#	DOI: 
#	Online_Resource: 
#	Full_Citation: 
#	Abstract: Geochemical data and geophysical measurements from a 554-m ice-core from Taylor Dome, East Antarctica, provide the basis for climate reconstruction in the western Ross Embayment through the entire Wisconsinan and Holecene. In comparison with ice cores from central East and West Antarctica, Taylor Dome shows greater variance of temperature, snow accumulation, and aerosol concentrations, reflecting significant variability in atmospheric ciculation and air mass moisture content. Extreme aridity during the last glacial maximum at Taylor Dome reflects both colder temperatures and a shift in atmospheric circulation patterns associated with the advance of the Ross Sea ice sheet and accounts for regional alpine glacier retreats and high lake levels in the Dry Valleys. Inferred relationships between spatial accumulation gradients and ice sheet configuration indicate that advance of the Ross Sea ice sheet began in late marine isotope stage 5 or early stage 4. Precise dating of the Taylor Dome core achieved by trac-gas correlation with central Greenland ice cores shows that abrupt deglacial warming at Taylor Dome was near synchronous with the ~14.6ka warming in central Greenland and lags the general warming trend in other Antarctic ice cores by at least 3000 years. Delcaicl warming was following by a warm interval and transient cooling between 14.6 and 11.7ka, synchronous with the Bolling/Allerod warming and Younger Dryas cooling events in central Greenland, and out of phase with the Antarctic Cold Reversal recorded in the Byrd (West Antarctica) ice core. Rapid climate changes during marine isotope stages 4 and 3 at Taylor Dome are similar in character to, and may be in phase with, the Northern Hemisphere stadial-interstadial (Dansgaard-Oeschger) events. Results from Taylor Dome illustrate the importance of obtraining ice cores from multiple Anractic sites, to provide wide spatial coverage of past climate and ice dynamics. 
# --------------------
# Funding_Agency
#	Funding_Agency_Name: 
# --------------------
# Site_Information
#	Site_Name: Taylor Dome
#	Location: Antarctica
#	Country: 
#	Northernmost_Latitude: -77.78
#	Southernmost_Latitude: -77.78	 
#	Easternmost_Longitude: 158.72
#	Westernmost_Longitude: 158.72
#	Elevation: 2365m
# --------------------
# Data_Collection
#	Collection_Name: 00TayD01
#	Earliest_Year: 230.16
#	Most_Recent_Year: 0.0107 
#	Time Unit: ka
#
# --------------------
# Variables
#	
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age_ka	Age,,,ka ,,,,,N
##d18O		dO18,,,per mil SMOW,,ice cores,,,N 
#
# --------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing values: NAN
#
age_ka 	d18O
6.4972	-39.31
6.5038	-38.87
6.5121	999999
6.5203	-39.2
6.5286	-37.94
6.5371	-39.08
6.5456	-37.44
6.5541	-38.41
6.5626	-38.81
6.5716	-39.19
6.5796	-39.13
6.5881	-37.81
6.5966	-40.32
6.6051	-39.27
6.6136	-39.83
6.6222	-37.44
6.6477	999999
6.6562	-38.05
6.6647	-38.02
6.6732	-38.87
6.6817	-38.19
6.6902	-38.36
6.6987	-40.09
6.7072	-38.69
6.7157	-38.44
6.7242	-38.75
6.7327	-37.66
6.7412	-38.6
6.7476	-37.71
6.7582	-38.73
6.7669	-38.22
6.7757	-37.33
6.7845	-40.12
6.7934	-38.71
6.8022	-37.72
6.811	-38.47
6.8199	-38.96
6.8287	-39.15
6.8375	-38.34
6.8463	-38.75
6.8552	-37.63
6.864	-36.92
6.8728	-38.08
6.8816	-37.77
6.8905	-38.73
6.8993	-38.41
6.9081	-39.04
6.9169	-38.28
6.9258	-39.39
6.9346	-38.85
6.9434	-38.68
6.9522	-38.35
6.9611	-36.96
6.9699	-37.69
6.9787	-38.31
6.9867	-38.54
6.9964	-39.61
7.0052	-37.75
7.0143	-38.27
7.0234	-38.41
7.0326	-39.51
7.0417	-39.41
7.0508	-38.37
7.0599	-38.31
7.069	-38.98
7.0781	-38.47
7.0873	-38.96
7.0964	-39.33
7.1055	-37.94
7.1146	-38.61
7.1237	-38.61
7.1328	-37.79
7.142	-38.32
7.1511	-37.49
7.1602	-37.87
7.1693	-37.93
7.1766	-37.93
7.1875	-38.24
7.1967	-37.98
7.2058	-38.23
7.2149	-37.56
7.224	-39.01
7.2331	-38.66
7.2422	-38.24
7.2513	-38.06
7.2606	-38.17
7.27	-37.53
7.2795	-38.33
7.2889	-38.5
7.2984	-38.25
7.3078	-37.5
7.3173	-37.07
7.3267	-36.9
7.3362	-36.61
7.3456	-37.21
7.3551	-37.33
7.3645	-38.62
7.374	-38.84
7.3834	-38.84
7.3929	-37.99
7.4023	-37.53
7.4118	-36.45
7.4212	-38.13
7.4307	-37.75
7.4401	-38.39
7.4472	-38.83
7.459	-39.12
7.4685	-38.96
7.4779	-37.66
7.4874	-37.48
7.4968	-38.04
7.5015	-37.56
7.511	-39.44
7.5205	-37.18
7.5304	-37.42
7.5353	NAN
7.5441	-37.98
7.555	-37.98
7.5648	-39.41
7.5746	-39.07
7.5845	-37.7
7.5943	-37.85
7.6042	-38.16
7.614	-38.21
7.6238	-39.2
7.6337	-37.53
7.6435	-38.02
7.6533	-39.07
7.6632	-37.49
7.673	-38.88
7.6829	-38.94
7.6927	-38.47
7.7025	-39.45
7.7124	-38.21
7.7222	-38.18
7.732	-38.41
7.7419	-38.1
7.7517	-39.79
7.7616	-39.06
7.7714	-38.26
7.7812	-39.52
7.7911	-40.13
7.8013	-38.89
7.8115	-37.81
7.8218	-39.18
7.832	-38.15
7.8422	-37.52
7.8524	-38.03
7.8626	-38.63
7.8728	-38.98
7.883	-38.36
7.8953	-39.59
7.9034	-37.71
7.9136	-38.41
7.9239	-37.83
7.9341	-38.31
7.9433	-38.74
7.9545	-37.31
7.9627	-38.94
7.9749	-38.32
7.9902	NAN
8.0316	-37.69
8.0413	-39.59
8.0464	-39.34
8.0566	-38.11
8.0668	-38.34
8.0772	-39.15
8.0879	-38.65
8.0985	-38.92
8.1092	-37.83
8.1198	-37.6
8.1305	-39.19
8.1411	-39.29
8.1518	-38.21
8.1624	-38.63
8.1731	-38.76
8.1837	-38.38
8.1944	-38.32
8.2051	-39.12
8.2157	-38.98
8.2264	-37.91
8.237	-37.48
8.2477	-38.08
8.2583	-39.22
8.269	-38.45
8.2796	-39.64
8.2903	-37.79
8.3009	-38.19
8.3116	-40.33
8.3222	-39.67
8.3329	-38.12
8.3435	-38.59
8.3542	-38.69
8.3648	-38.19
8.3759	-38.68
8.387	-37.4
8.3982	-38.35
8.4093	-38.39
8.4204	-39.58
8.4315	-39.37
8.4427	-38.89
8.4538	-39.27
8.4649	-38.93
8.476	-38.12
8.4872	-38.33
8.4983	-39.16
8.5094	-38.38
8.5206	-38.69
8.5317	-38.17
8.5428	-38.38
8.5539	-39.67
8.5651	-39.23
8.5762	NAN
8.5873	-37.21
8.5985	-38.75
8.6096	-39.05
8.6207	-40.07
8.6318	-39.4
8.643	-38.88
8.6541	-38.64
8.6652	-37.53
8.6764	-39.62
8.688	-39.44
8.6996	-38.6
8.7112	-38.45
8.7228	-37.48
8.7344	-38.63
8.7449	-38.41
8.7576	-39.32
8.7692	-38.6
8.7808	-37.75
8.7924	-38.93
8.804	-39.43
8.8156	-38.75
8.8272	-38.96
8.8388	-37.59
8.8504	-38.36
8.862	-39.38
8.8736	-38.14
8.8852	-39.42
8.8968	-38.16
8.9084	-38.95
8.92	-38.87
8.9316	-38.62
8.9432	-39.42
8.9548	-38.99
8.9664	-38.03
8.978	-40.12
8.9896	-39.08
9.0015	-38.61
9.0137	-38.42
9.0259	-38.83
9.0381	-39.33
9.0503	-38.49
9.0625	-38.92
9.0747	-38.41
9.0869	-39.85
9.0991	-38.95
9.1113	-38.44
9.1235	-39.93
9.1357	-38.83
9.1479	-37.7
9.1601	NAN
9.1723	-38.1
9.1845	-37.97
9.1967	-38.77
9.2089	-39.62
9.2211	-39.18
9.2333	-38.34
9.2455	-38.57
9.2577	-38.72
9.2699	-38.65
9.2821	NAN
9.2943	-37.91
9.3065	-37.86
9.3187	-38.41
9.3309	-37.93
9.3436	-37.94
9.359	-37.97
9.3692	-39.16
9.3819	-38.84
9.3947	-38.62
9.4075	-38.34
9.4203	-38.84
9.433	-39.1
9.4458	-39.88
9.4586	-39.19
9.4713	-37.99
9.4841	-39.6
9.4969	-39.51
9.5096	-38.69
9.5224	-40.15
9.5352	-38.32
9.548	-38.01
9.5607	-37.99
9.5735	-38.64
9.5863	-38.57
9.599	-39.27
9.6118	-38.46
9.6246	-38.57
9.6374	-38.62
9.6501	-39.28
9.6629	-38.35
9.6757	-38
9.6886	-36.91
9.702	-37.77
9.7154	NAN
9.7288	-39.23
9.7422	-39.21
9.7556	-38.48
9.769	-36.82
9.7824	-37.49
9.7958	-38.46
9.8091	-37.22
9.8225	-37.56
9.8359	-37.88
9.8493	-38.07
9.8627	-37.82
9.8761	-36.68
9.8895	-37.59
9.9029	-37.46
9.9163	-38.54
9.9297	-39.06
9.9431	NAN
9.9565	-38.21
9.9698	-37.5
9.9832	-37.87
9.9966	-38.95
10.01	-37.88
10.023	-38.1
10.037	-37.87
10.05	-37.01
10.064	-37.45
10.078	-38.24
10.092	-38.41
10.107	-39.24
10.123	-37.77
10.135	-38.41
10.149	-38.67
10.163	-37.83
10.177	NAN
10.191	-38.62
10.204	-38.8
10.22	-38.61
10.231	-37.05
10.249	-38.85
10.264	-37.3
10.276	-37.1
10.29	-37.27
10.305	-38.24
10.319	-38.2
10.333	-38.83
10.347	-39.32
10.361	-36.59
10.375	-37.47
10.389	NAN
10.404	-37.84
10.418	-37.29
10.43	-38.32
10.446	-37.82
10.461	-38.24
10.476	-38.26
10.492	-38.31
10.506	-38.6
10.52	-37.85
10.535	-37.27
10.55	-36.98
10.569	-36.94
10.58	-38.07
10.597	-38.59
10.61	-37.55
10.625	-38.52
10.64	-37.58
10.652	-38.5
10.669	-38.32
10.684	-37.11
10.699	-40.71
10.714	-37.59
10.729	-37.94
10.744	NAN
10.759	-38.47
10.774	-39.14
10.789	-37.01
10.803	-36.43
10.818	-37.84
10.833	-38.19
10.848	-38.2
10.863	-37.94
10.879	-39.13
10.895	-37.76
10.91	-38.2
10.926	-36.94
10.942	-37.5
10.957	-37.08
10.973	-37.8
10.989	-37.48
11.004	NAN
11.02	-37.25
11.036	-37.03
11.051	-37
11.067	-37.33
11.083	-38.19
11.098	-37.89
11.114	-37.85
11.129	-37.64
11.145	-36.89
11.161	-37.38
11.176	-38.47
11.191	-38.33
11.208	-37.6
11.223	-36.39
11.239	-37.93
11.255	-38.03
11.272	-37.97
11.286	-35.91
11.302	-37.69
11.324	-36.92
11.342	-36.54
11.363	-37.23
11.385	-37.59
11.403	-37.73
11.422	-36.94
11.441	-37.22
11.461	-37.41
11.48	-37.48
11.499	-38.1
11.519	-37.39
11.538	-38.27
11.558	-38.06
11.577	-40.1
11.597	-36.95
11.616	-38.71
11.636	-38.23
11.655	-38.38
11.675	-39
11.694	-38.89
11.714	-37.98
11.733	-38.33
11.753	-38.32
11.772	-37.71
11.795	-37.54
11.811	-38.07
11.832	-38.22
11.849	-39.07
11.934	-38.42
11.968	-38.2
12.002	-38.17
12.019	-39.05
12.104	-38.12
12.189	-38.82
12.206	-38.71
12.24	-39.78
12.274	-38.91
12.308	-39.55
12.342	-39.77
12.373	-40.58
12.41	-39.9
12.444	-39.63
12.478	-39.47
12.512	-38.64
12.546	-38.7
12.58	-39.12
12.614	-39.3
12.648	-39.49
12.682	-39.45
12.716	-40.01
12.75	-38.8
12.781	-38.69
12.81	-38.12
12.839	-39.17
12.868	-39.28
12.897	-41
12.922	-40.54
12.955	-38.43
12.984	-38.71
13.013	-38.75
13.039	-39.3
13.07	-39.2
13.099	-39.47
13.131	-38.82
13.157	-38.98
13.186	-38.86
13.21	-39.1
13.244	-38.67
13.273	-39.43
13.301	-38.83
13.33	-38.4
13.355	-38.42
13.388	-39.62
13.417	-38.29
13.446	-38.01
13.475	-39.16
13.504	-38.32
13.533	-37.89
13.561	-37.26
13.604	-38.61
13.639	-38.41
13.692	-36.93
13.737	-37.2
13.781	-38.01
13.826	-38.12
13.87	-38.44
13.915	-38.64
13.959	-39.08
14.003	-39.64
14.048	-36.66
14.101	-37.03
14.137	-38.48
14.181	-38.61
14.226	-37.87
14.27	-38.26
14.319	-38.71
14.359	-40.44
14.403	-40.33
14.448	-40.79
14.492	-38.88
14.537	-39.11
14.581	-39.83
14.626	-40.49
14.67	-39.35
14.721	-39.39
14.766	-40.52
14.893	-42.83
15.027	-41.99
15.238	-43.91
15.41	-42.82
15.64	-43.66
15.794	-43.95
15.986	-43.92
16.177	-44.65
16.369	-44.42
16.561	-43.45
16.753	-42.47
16.944	-41.92
17.136	-43.17
17.328	-44.27
17.52	-43.95
17.711	-44.4
17.903	-44.76
18.095	-44.55
18.287	-43.77
18.478	-44.08
18.67	-42.87
18.862	-42.85
19.054	-42.3
19.245	-42.5
19.456	-43.06
19.629	-42.77
19.821	-41.94
20.012	-41.57
20.199	-41.67
20.441	-41.85
20.661	-41.08
20.881	-42.59
21.102	-41.57
21.377	-41.9
21.597	-41.89
21.818	-41.58
22.038	-42.38
22.203	-41.2
22.423	999999
22.644	-42.84
22.864	-43.45
23.084	-42.51
23.305	-42.92
23.393	999999
23.415	-43.55
23.965	-43.1
24.516	-42.48
25.353	-42.31
25.618	-41.65
25.728	-41.94
25.948	-43.43
26.168	-41.36
26.347	-42.81
26.612	-42.97
26.701	-43.27
26.877	-42.15
27.054	-42.49
27.23	-43.38
27.407	-42.1
27.584	-41.68
27.76	-41.51
27.937	-41.36
28.113	-41.39
28.378	-41.43
28.775	-41.75
29.261	-41.41
29.349	-40.67
29.526	-42.21
29.702	-42.09
29.879	-42.94
30.056	999999
30.232	-43.19
30.409	-42.58
30.585	-42
30.762	-42.01
30.956	-41.86
31.1	-42.11
31.229	-41.06
31.384	-41.35
31.488	-41.89
31.617	-41.19
31.746	-40.81
31.875	-40.97
32.004	-40.72
32.133	-41.13
32.262	-41.2
32.391	-42.16
32.52	-40.59
32.649	-41.27
32.778	-40.85
32.907	-40.27
33.036	-40.45
33.152	-40.56
33.294	-41.77
33.423	-41.01
33.552	-41.37
33.681	-41.79
33.81	-41.75
33.939	-41.66
34.068	-41.51
34.197	-41.14
34.326	-42.42
34.455	-42.3
34.584	-41.99
34.69	-42.15
34.783	-41.69
34.877	-42.41
34.947	-41.74
35.064	-42.38
35.158	-40.94
35.298	-41.1
35.345	-41.05
35.452	-42.17
35.532	-42.66
35.626	-41.95
35.719	-41.56
35.813	-40.59
35.92	-41.41
36	-40.48
36.084	-41.55
36.187	-41.77
36.234	-41.03
36.304	-40.26
36.374	-40.99
36.468	NAN
36.482	-40.95
36.702	-40.42
36.936	NAN
36.95	-40.09
37.02	-40.93
37.123	-41.2
37.277	-40.73
37.332	-40.18
37.399	-40.73
37.46	-39.38
37.522	-40.16
37.567	-40.12
37.613	-39.93
37.727	-40.22
37.797	-39.49
37.843	-41.67
37.889	-40.11
37.95	-39.93
38.011	-40.33
38.072	-40.78
38.133	-40.69
38.194	-41.32
38.256	-40.28
38.317	-39.3
38.378	-40.56
38.433	-40.22
38.5	-40.62
38.552	-40.37
38.623	-40.53
38.684	-39.93
38.745	-41.51
38.806	-40.44
38.867	-41.13
38.929	-40.2
38.996	-40.32
39.051	-40.42
39.112	-41.65
39.167	-40.46
39.235	-40.36
39.296	-40.78
39.357	-40.49
39.479	-40.55
39.632	NAN
40.051	-41.36
40.091	-40.96
40.152	-41.88
40.214	-42.63
40.275	-41.63
40.336	-42.05
40.397	-41.38
40.458	-42.06
40.52	-40.55
40.581	-41.26
40.64	-41.86
40.7	-42.55
40.759	-41.2
40.818	-42.02
40.877	-41.46
40.943	-42.28
40.996	-41.01
41.055	-41.74
41.114	-41.43
41.179	-42.46
41.233	-42.22
41.301	-42.96
41.342	-41.03
41.47	-42.24
41.529	-42.77
41.594	-41.2
41.647	-43.09
41.704	-41.26
41.766	-42.44
41.825	-42.65
41.884	-41.31
41.943	-41.91
42.032	-41.05
42.062	-42.42
42.127	-42.21
42.18	-41.47
42.237	-43.07
42.277	-41.55
42.317	-42.73
42.398	-41.99
42.498	-41.72
42.518	-42.34
42.558	-40.73
42.594	-41.46
42.649	-41.32
42.679	-40.39
42.719	-41.57
42.759	-41.68
42.799	-41.44
42.839	-40.97
42.879	-41.71
42.899	-41.32
42.96	-42.33
43.004	-42.21
43.034	-42.44
43.08	-40.06
43.12	NAN
43.333	-41.72
43.36	-42.19
43.397	-42.13
43.489	-42.12
43.588	-41.91
43.619	-42.07
43.656	-41
43.684	-41.8
43.961	-40.29
44.053	-39.93
44.189	-40.45
44.239	-40.64
44.44	-42.4
44.469	-41.05
44.506	-42.04
44.554	-40.21
44.603	-41.3
44.652	-42.64
44.701	-42.75
44.749	-42.56
44.798	-41.2
44.847	-41.72
44.895	-41.25
44.944	-41.45
44.995	-41.44
45.041	-41.06
45.09	-41.16
45.139	-40.9
45.2	-41.09
45.236	-41.55
45.285	-39.96
45.407	-41.39
45.448	-40.24
45.475	-39.56
45.536	-40.24
45.577	-39.6
45.626	-39.56
45.699	-38.81
45.725	-40
45.783	-39.9
45.841	-39.85
45.899	-39.19
45.957	-38.74
46.014	-38.53
46.072	-39.18
46.124	-39.24
46.182	-38.61
46.246	-38.98
46.303	-38.96
46.361	-39.41
46.419	-38.93
46.477	-37.17
46.535	-38.83
46.592	-39.08
46.65	-39.67
46.708	-38.48
46.766	-38.45
46.824	-39.63
46.881	-39.1
46.939	-40.03
46.997	-38.97
47.055	-39.06
47.113	-39.79
47.17	-39.66
47.228	-40.19
47.286	-39.63
47.348	-38.9
47.413	-39.2
47.478	-39.61
47.543	-39.2
47.608	-39.42
47.673	-39.72
47.738	-39.02
47.796	-39.43
47.874	-39.39
47.933	-40.81
47.998	-40.21
48.079	-40.16
48.128	-40.11
48.193	-41.69
48.264	-41.46
48.323	-41.29
48.388	-42.19
48.453	-42.07
48.518	-42.17
48.583	-40.63
48.648	-40.6
48.713	-40.35
48.784	-40.21
48.843	-39.66
48.901	-40.79
48.982	-40.6
49.038	-41.32
49.103	-41.18
49.183	-41.09
49.265	-41.25
49.346	-40.72
49.428	-40.69
49.509	-41.3
49.59	-40.89
49.672	-40.66
49.753	-40.08
49.835	-41.08
49.904	-40.81
49.998	-39.41
50.079	-40.02
50.161	-40.15
50.242	-38.99
50.324	-39.49
50.405	-39.55
50.487	-39.79
50.568	-40.61
50.65	-39.88
50.731	-39.66
50.821	-39.99
50.894	-39.99
50.975	-39.47
51.057	-40.07
51.138	-39.7
51.22	-40.47
51.301	-39.83
51.402	NAN
51.5	-40.28
51.609	-39.54
51.718	-39.82
51.816	-39.48
51.936	-38.34
52.045	-39.26
52.154	-38.99
52.264	NAN
52.373	-39.51
52.482	-39.18
52.591	-38.94
52.7	-39.33
52.809	-39.7
52.918	-39.85
53.027	-40.33
53.136	-40.41
53.245	-40.48
53.354	-39.99
53.463	-39.39
53.583	-40.16
53.681	-40.04
53.79	-40.29
53.899	-41.04
54.008	-41.48
54.101	-41.97
54.226	-41.5
54.335	-41.72
54.449	-41.16
54.566	-39.88
54.682	-39.72
54.798	-39.63
54.915	-39.51
55.031	-40.17
55.147	-39.7
55.264	-39.92
55.38	NAN
55.496	-39.95
55.613	-39.94
55.729	-39.58
55.834	-39.55
55.962	-39.92
56.078	-39.66
56.194	-39.67
56.311	-38.53
56.41	-40.36
56.543	-39.81
56.66	-39.39
56.892	-39.03
57.009	-39.27
57.125	-39.75
57.23	-39.79
57.358	-39.21
57.463	-39.11
57.59	-39.83
57.704	-40.07
57.807	-40.03
57.915	-40.59
58.024	-40.49
58.132	-40.08
58.241	-40.14
58.349	-40.83
58.457	-40.79
58.566	-40.36
58.728	-40.66
58.81	-40.9
58.891	-41.01
58.999	-41.34
59.118	-41.55
59.216	-41.33
59.324	-41.49
59.433	-41.19
59.541	-42.14
59.65	-42.47
59.774	-42.81
59.866	-42.39
59.975	-42.78
60.083	-42.82
60.192	-42.08
60.343	-42.49
60.408	-43
60.517	-42.3
60.624	-42.31
60.731	-41.38
60.853	-41.45
60.943	-42.47
61.05	-41.84
61.146	-42.03
61.252	-42.55
61.385	-42.71
61.475	-43.11
61.582	-43.05
61.693	-42.18
61.805	-42.43
61.938	-43.11
62.007	-42.31
62.114	-42.1
62.22	-41.9
62.342	-43.26
62.491	-40.77
62.539	-42.27
62.646	-43.07
62.752	-43.4
62.858	-43.48
62.965	-45.03
63.071	-42.9
63.177	-43.47
63.284	-42.44
63.39	-43.19
63.497	-43.81
63.608	-42.77
63.72	-43.43
63.833	-42.59
63.945	-43.22
64.058	-43.21
64.187	-42.71
64.283	-43.27
64.413	-42.93
64.508	-43.94
64.621	-43.55
64.734	-43.32
64.846	-44.1
64.959	-45.04
65.071	-44.45
65.184	-43.74
65.409	-43.51
65.522	-43.24
65.634	-45.03
65.747	-43.31
65.859	-43.07
66.028	-43.42
66.085	-44.21
66.197	-42.98
66.31	-43.76
66.422	-43.16
66.535	-42.79
66.649	-42.66
66.778	-43.37
66.907	-42.79
67.036	-43.87
67.164	-43.78
67.293	-43.7
67.422	-44.11
67.615	-43.57
67.679	-43.34
67.808	-43.85
67.937	-42.82
68.13	-42.06
68.259	-42.05
68.323	-42.35
68.452	-42.57
68.581	-41.79
68.722	-41.34
68.838	-41.28
68.993	-41.86
69.076	-41.1
69.205	-41.27
69.353	-41.33
69.482	-40.54
69.61	-41.3
69.739	-41.19
69.868	-40.89
70.093	-40.53
70.177	-40.67
70.265	-40.65
70.415	-41.01
70.565	-41.78
70.716	-41.35
70.866	-40.92
71.017	-42.07
71.167	-41.38
71.318	-40.99
71.468	-41.9
71.618	-41.43
71.769	-42.33
71.919	-41.96
72.07	-42.05
72.205	-43.04
72.37	-43.16
72.521	-42.43
72.671	-42.55
72.822	-41.85
72.957	-42.7
73.175	-41.86
73.235	-42.38
73.438	-41.75
73.574	-41.27
73.739	-41.69
73.874	-41.22
73.897	-41.15
74.025	-41.26
74.19	-41.34
74.326	-41.38
74.481	-40.49
74.646	-40.71
74.82	-40.62
74.986	-39.52
75.176	-40.99
75.317	-40.99
75.474	-40.46
75.648	-40.67
75.813	-40.5
75.979	-40.75
76.145	-41
76.302	-41.16
76.476	-40.91
76.641	-41.06
76.807	-42.09
76.972	-42.1
77.13	-43.02
77.303	-42.2
77.469	-41.86
77.635	-42.32
77.8	-41.84
77.966	-42.5
78.131	-42.5
78.297	-42.02
78.462	-41.02
78.628	-41.29
78.736	-41.49
78.962	-41.58
79.14	-42.03
79.318	-42.08
79.515	-41.53
79.702	-41.73
79.898	-41.23
80.032	-41.91
80.21	-40.74
80.415	-41.44
80.691	-40.82
80.789	-41.34
80.923	-41.14
81.083	-40.78
81.306	-40.51
81.458	-40.91
81.618	-40.55
81.841	-41.14
81.993	-40.49
82.251	-40.62
82.376	-40.28
82.527	-40.31
82.706	-40.11
82.875	-40.37
83.062	-40.12
83.241	-39.8
83.419	-40.12
83.597	-39.61
83.775	-39.52
84.04	-39.74
84.156	-39.61
84.35	-39.34
84.543	-39.08
84.737	-38.76
84.931	-39.45
85.124	-38.71
85.318	-38.47
85.512	-38.49
85.705	-38.66
85.899	-38.72
86.093	-38.91
86.315	-39.1
86.48	-39.42
86.673	-39.21
86.867	-39.41
87.08	-39.16
87.264	-39.43
87.448	-39.54
87.642	-39.58
87.835	-39.86
88.029	-40.06
88.222	-40.53
88.387	-39.89
88.61	-40
88.726	-40.34
89.244	-39.61
89.411	-40.3
89.632	-40.39
89.865	-40.83
90.053	-41.12
90.297	-40.97
90.508	-41.79
90.752	-41.75
90.962	NAN
90.973	-41.56
91.527	-40.93
92.081	-40.2
92.957	-40.81
93.234	-40.2
93.4	-40.13
93.622	-39.88
93.888	-39.93
94.065	-40.1
94.287	-39.91
94.508	-39.56
94.73	-39.36
94.952	-39.75
95.173	-39.55
95.395	-39.16
95.674	-38.97
95.939	-38.78
96.205	-38.79
96.47	-39.17
96.736	-39.56
96.935	-38.68
97.267	-38.36
97.532	-38.45
97.798	-38.42
98.064	-38.98
98.329	-38.81
98.661	-39.23
98.86	-38.99
99.126	-39.04
99.391	-39.02
99.657	-38.69
99.962	-38.75
100.19	-39.29
100.45	-39.1
100.72	-39.46
100.98	-39.5
101.26	-39.74
101.52	-40
101.78	-39.81
102.07	-39.54
102.31	-39.95
102.58	-39.9
102.87	-39.23
103.17	-39.89
103.48	-39.81
103.78	-40.48
104.08	-41.08
104.4	-41.72
104.69	-41.27
105.01	-41.46
105.34	-41.35
105.57	-40.83
105.86	NAN
106.64	-41.83
106.82	-40.77
107.12	-40.62
107.47	-40.83
107.76	-41.66
108.03	-41.33
108.34	-41.98
108.64	-42.53
108.97	-42.42
109.25	-43.13
109.67	-42.21
110.58	-42.84
111.29	-43.29
111.6	-42.77
112.12	-42.33
112.64	-42.29
113.16	-42.04
113.68	-41.62
114.21	-41.68
115.2	-40.82
116.5	-40.4
116.81	-40.52
117.33	-40.02
117.73	-39.54
118.12	-39.4
118.9	-38.35
119.11	-38.98
119.42	-38.78
119.94	-38.87
120.52	-38.39
120.93	-38.76
121.51	-38.81
122.03	-38.51
122.55	-38.52
123.07	-38.33
123.59	-38.07
124.11	-38.23
124.45	-38.2
125.98	-38.19
128.59	-38.17
129.71	-38.44
130.5	-37.92
131.43	-37.58
132.36	-36.8
133.15	-35.77
134.13	-36.15
135.15	-38.52
135.99	-41.47
137.95	-41.71
138.97	-41.16
139.81	-42.27
140.69	-43.1
141.67	-43.33
142.6	-42.83
143.53	-41.62
144.47	-40.33
145.54	-41.4
146.33	-42.07
147.35	-43
148.28	-42.07
149.21	-41.87
150.05	-42.53
150.98	-42.69
152.15	-41.81
152.85	-41.53
153.92	-40.93
154.71	-40.59
160.53	-39.07
161.23	-39.84
162.3	-39.86
163.14	-40.11
164.07	-40.39
165.1	-40.77
165.94	-41.15
166.82	-40.86
167.71	-40.37
168.68	-39.79
169.62	-39.13
170.5	-38.38
171.48	-38.01
172.41	-38.53
173.25	-40.25
174.27	-41.07
175.35	-42.04
176.14	-42.7
177.16	-40.79
177.95	-40.67
