# Greenland Ice Sheet Holocene d18O, Temperature, and Surface Elevation 
#-----------------------------------------------------------------------
#               World Data Center for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite original reference when using these data,
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed
#
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_study_id:11148
#
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/icecore/greenland/vinther2009greenland.txt
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Ice Cores
# --------------------
# Contribution_date
#	Date: 2011
# --------------------
# Title 
#	Study_Name: Greenland Ice Sheet Holocene d18O, Temperature, and Surface Elevation  
# --------------------
# Investigators
#	Investigators: Vinther, B.m.; Buchardt, S.L.; Clausen, H.B.; Dahl-Jensen, D.; Johnsen, S.J.; Fisher, D.A.; Joerner, R.M.; Raynaud, D.; Lipenkov, V.; Andersen, K.K.; Blunier, T.; Rasmussen, S.O.; Steffensen, J.P.; Svensson, A.M. 
# --------------------
# Description_and_Notes
# 	Description: Oxygen isotope data and uplift correction plus surface temperature reconstruction and elevation calculations for 6 Greenland ice cores over the Holocene. 
#
#	Site locations: 
#	A84/A87 ice cores, Canada:     80.7°N,  73.1°W, 1730m elev.  
#	Camp Century core, Greenland: 77°10'N, 61°08'W, 1890m elev.  
#	NGRIP ice core, Greenland:     75.1°N,  42.3°W, 2920m elev.  
#	GRIP ice core, Greenland:     72°35'N, 37°38'W, 3230m elev.  
#	Renland ice core, Greenland:  71.27°N, 26.73°W, 2350m elev.  
#	DYE-3 ice core, Greenland:    65°11'N, 43°49'W, 2490m elev.  
#
#
# --------------------
# Publication
#	Authors: B.M. Vinther, S.L. Buchardt, H.B. Clausen, D. Dahl-Jensen, S.J. Johnsen, D.A. Fisher, R.M. Koerner, D. Raynaud, V. Lipenkov, K.K. Andersen, T. Blunier, S.O. Rasmussen, J.P. Steffensen, and A.M. Svensson
#	Published_Date_or_Year: 2009-09-17
#	Published_Title: Holocene thinning of the Greenland ice sheet
#	Journal_Name: Nature
#	Volume: 36			
#	Edition: 	
#	Issue: L20704
#	Pages: 
#	DOI: doi:10.1029/2009GL040104
#	Online_Resource: 
#	Full_Citation:  
#	Abstract: On entering an era of global warming, the stability of the Greenland 
ice sheet (GIS) is an important concern, especially in the light of 
new evidence of rapidly changing flow and melt conditions at the GIS 
margins. Studying the response of the GIS to past climatic change may 
help to advance our understanding of GIS dynamics. The previous 
interpretation of evidence from stable isotopes (d18O) in water from 
GIS ice cores was that Holocene climate variability on the GIS differed 
spatially and that a consistent Holocene climate optimum - the unusually 
warm period from about 9,000 to 6,000 years ago found in many northern 
latitude palaeoclimate records - did not exist. Here we extract both 
the Greenland Holocene temperature history and the evolution of GIS 
surface elevation at four GIS locations. We achieve this by comparing 
d18O from GIS ice cores with d18O from ice cores from small marginal 
icecaps. Contrary to the earlier interpretation of d18O evidence from 
ice cores, our new temperature history reveals a pronounced Holocene 
climatic optimum in Greenland coinciding with maximum thinning near 
the GIS margins. Our d18O-based results are corroborated by the air 
content of ice cores, a proxy for surface elevation. State-of-the-art 
ice sheet models are generally found to be underestimating the extent 
and changes in GIS elevation and area; our findings may help to improve 
the ability of models to reproduce the GIS response to Holocene climate.
# --------------------
# Funding_Agency
#	Funding_Agency_Name: 
#	Grant:
# --------------------
# Site_Information
#	Site_Name: Renland
#	Location: North America>Greenland
#	Country: 
#	Northernmost_Latitude: 71.45
#	Southernmost_Latitude: 71.45
#	Easternmost_Longitude: 26.5
#	Westernmost_Longitude: 26.5
#	Elevation: 2350 m
# --------------------
# Data_Collection
#	Collection_Name: 09Renl01
#	Earliest_Year: 11700
#	Most_Recent_Year: 40
#	Time Unit: yrs b2k
#
# --------------------
# Variables
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##yr_b2k	Age,,,years before 2k AD,,,,,N
##d18O	d18O,,,per mil SMOW,,ice cores,,,N 
#
# --------------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing values: NAN
#
yr_b2k	d18O
5640	-26.71
5660	-26.51
5680	-26.47
5700	-26.3
5720	-26.64
5740	-26.47
5760	-26.69
5780	-26.32
5800	-26.61
5820	-26.2
5840	-26.71
5860	-26.51
5880	-26.55
5900	-26.21
5920	-26.51
5940	-27
5960	-26.72
5980	-26.6
6000	-26.45
6020	-26.31
6040	-26.76
6060	-25.89
6080	-26.03
6100	-26.13
6120	-26.02
6140	-26.59
6160	-26.87
6180	-26.81
6200	-26.51
6220	-26.67
6240	-26.97
6260	-26.63
6280	-26.43
6300	-25.97
6320	-26.32
6340	-26.46
6360	-26.43
6380	-25.83
6400	-26.06
6420	-26.17
6440	-26.17
6460	-26.43
6480	-26.62
6500	-26.09
6520	-25.67
6540	-25.92
6560	-26.07
6580	-26.34
6600	-26.72
6620	-26.59
6640	-26.56
6660	-26.58
6680	-26.34
6700	-26.23
6720	-26.33
6740	-26.9
6760	-26.45
6780	-26.06
6800	-26.26
6820	-26.48
6840	-26.17
6860	-26.48
6880	-26.38
6900	-26.09
6920	-26.19
6940	-26.12
6960	-26.3
6980	-26.27
7000	-26.45
7020	-26.48
7040	-26.28
7060	-25.91
7080	-26.45
7100	-26.7
7120	-26.45
7140	-26.29
7160	-25.98
7180	-26.14
7200	-26.63
7220	-26.28
7240	-25.59
7260	-26.06
7280	-26.41
7300	-26.5
7320	-26.04
7340	-26.22
7360	-26.06
7380	-26.44
7400	-26.18
7420	-25.74
7440	-26.09
7460	-26.25
7480	-26.2
7500	-26.19
7520	-26.02
7540	-26.02
7560	-26.26
7580	-26.13
7600	-26.04
7620	-26.37
7640	-26.44
7660	-25.56
7680	-26
7700	-25.88
7720	-25.85
7740	-25.74
7760	-25.92
7780	-25.68
7800	-25.86
7820	-25.9
7840	-26.03
7860	-25.87
7880	-25.64
7900	-25.66
7920	-25.53
7940	-25.78
7960	-26.03
7980	-25.49
8000	-25.67
8020	-25.53
8040	-25.55
8060	-25.81
8080	-25.48
8100	-26.26
8120	-26
8140	-26.32
8160	-26.5
8180	-26.97
8200	-26.97
8220	-27.42
8240	-27.71
8260	-26.37
8280	-26.15
8300	-26.25
8320	-26.13
8340	-25.72
8360	-25.86
8380	-25.91
8400	-25.54
8420	-25.84
8440	-25.87
8460	-26.14
8480	-26.29
8500	-25.84
8520	-26.4
8540	-26.07
8560	-26.41
8580	-26.31
8600	-26.23
8620	-26.03
8640	-26.1
8660	-25.68
8680	-26.14
8700	-26.05
8720	-25.9
8740	-25.9
8760	-26.2
8780	-25.84
8800	-25.41
8820	-25.17
8840	-25.88
8860	-25.53
8880	-25.68
8900	-25.84
8920	-25.21
8940	-26.1
8960	-25.75
8980	-26.08
9000	-25.93
9020	-25.51
9040	-25.99
9060	-25.63
9080	-26.14
9100	-25.54
9120	-25.7
9140	-25.44
9160	-25.37
9180	-25.83
9200	-25.87
9220	-25.11
9240	-25.43
9260	-25.3
9280	-26.33
9300	-26.76
9320	-25.8
9340	-25.55
9360	-25.67
9380	-25.68
9400	-25.64
9420	-25.58
9440	-25.15
9460	-25.53
9480	-25.65
9500	-25.82
9520	-25.67
9540	-25.96
9560	-25.65
9580	-25.45
9600	-26.12
9620	-25.38
9640	-25.92
9660	-26.2
9680	-25.82
9700	-25.71
9720	-25.22
9740	-25.16
9760	-25.63
9780	-25.95
9800	-25.4
9820	-25.67
9840	-26.34
9860	-25.48
9880	-25.86
9900	-26.03
9920	-25.85
9940	-25.93
9960	-26.31
9980	-25.39
10000	-26.19
10020	-26.03
10040	-25.74
10060	-25.91
10080	-26.31
10100	-26.13
10120	-25.9
10140	-26.26
10160	-26.4
10180	-26.59
10200	-26.39
10220	-26.52
10240	-26.41
10260	-26.15
10280	-26.19
10300	-26.54
10320	-26.24
10340	-26.57
10360	-26.81
10380	-26.74
10400	-26.71
10420	-27.24
10440	-26.33
10460	-26.77
10480	-26.55
10500	-26.04
10520	-26.17
10540	-26.42
10560	-27.18
10580	-26.88
10600	-26.41
10620	-26.55
10640	-26.51
10660	-26.63
10680	-26.26
10700	-26.54
10720	-26.62
10740	-26.74
10760	-27.01
10780	-26.88
10800	-26.6
10820	-27.02
10840	-26.99
10860	-26.81
10880	-27.11
10900	-27.34
10920	-27.11
10940	-27.03
10960	-27.4
10980	-27.08
11000	-27.4
11020	-27.42
11040	-27.74
11060	-27.61
11080	-27.28
11100	-27.22
11120	-27.17
11140	-27.25
11160	-27.76
11180	-27.58
11200	-27.43
11220	-27.66
11240	-27.45
11260	-27.38
11280	-27.43
11300	-27.7
11320	-27.56
11340	-27.43
11360	-27.44
11380	-28.22
11400	-28.94
11420	-29.23
11440	-29.13
11460	-28.89
11480	-28.78
11500	-28.54
11520	-28.38
11540	-28.09
11560	-27.89
11580	-27.95
11600	-27.74
11620	-27.55
11640	-27.48
11660	-27.63
11680	-28.42
11700	-29.31
