# Ras Um Sidd Coral Oxygen Isotope Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: 
#
# Original_Source_URL: 
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Corals and Sclerosponges
#--------------------
# Contribution_Date
#	Date: 2015-11-11
#--------------------
# Title
#	Study_Name: Ras Um Sidd Coral Oxygen Isotope Data
#--------------------
# Investigators
#       Investigators: Moustafa, Y.; Wefer, G.; Henrich, R.; Hempel, G.; Patzold, J.
#--------------------
# Description_and_Notes
#	Description: 
#--------------------
# Publication 
#       Authors: Moustafa, Y.; Wefer, G.; Henrich, R.; Hempel, G.; Patzold, J.
#       Published_Date_or_Year: 2000
#       Published_Title: Paleoclimatic Reconstructions of the Northern Red Sea During the Holocene Inferred from Stable Isotope Records of Modern and Fossil Corals and Molluscs
#       Journal_Name: Dissertation
#       Volume: 
#       Edition: 
#       Issue: 
#       Pages: 
#       DOI: 
#       Online_Resource: 
#       Full_Citation: 
#       Abstract: In this study we report high-resolution 96 and 50 year records of coral 8 18 0, extracted from two different Porites colonies (RUS-93a and RUS-93b, respectively). They are about 250 m apart, from Ras Umm Sidd, off the southern Sinai co ast, in the northern Red Sea proper. The correlation coefficients between fom coral 8 18 0 records from Ras Umm Sidd vary on an annual time scale. The two additional 8 18 0 records were obtained previously from two other colonies (RUS-95, Felis 1999, and RUS-l, Pätzold and Klein, unpublished data), which grew in the same environment about 500 m away. Therefore, we suggest that local biological (individual) effects play a maj or role in the coral 8 18 0 records. As a test, we correlate the different 8 18 0 records with the eOADS sea-surface temperature (at al1l1Ual time scales and four time intervals, 1907-1916, 1919-1939, 1946-1966 and 1976-1992). The correlation coefficients are also different among the different 8 18 0 records and eOADS SST on annual time scales. Excluding the data gaps, the correlation coefficients varied from -0,45 (RUS-95) to -0.60 (RUS-93a). A 3-coral average composite Ö 18 0 re cord was constructed from 1907- 1992. Regression analysis between annual SST and this 3-coral average 8 18 0 re cord yields a much better and significant correlation (r=-0.68) also excluding the data gaps. Therefore, based on this study, it is advisable to analyse more  than one coral from a given locality to obtain a reliable coral 8 18 0 record that can be used in coral-based paleoclimate studies. The Ö I8 0/SST gradient varied between 0.15 to 0.18%%e, with a mean value of 0.165%ofOe as in a previous study by Felis (1999). The 8 18 0 record of RUS-93a indicates a warming in the twentieth century of about 1.1 oe. Pronounced cyclicities of 10 and 3.6 years are evident when cross-spectral analysis is applied to the bimonthly 8 18 0 time series of RUS-93a and RUS-93b. The 3.6-year period is coherent with a similar cyclicity in the Southern Oscillation Index (SOl). Also, a highly coherent 5.8 cyclicity is evident. This period is also present in the 8 18 0 of RUS-95 (Felis 1999), and happens to be the most prominent period in the co-spectrum of the Northern Atlantic Oscillation (NAO) and EI-Nino Southern Oscillation (ENSO).
#------------------
# Funding_Agency 
#       Funding_Agency_Name: 
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Ras Um Sidd
#       Location: Ocean>Indian Ocean>Red Sea
#	Country: Egypt 
#	Northernmost_Latitude: 27.8483 
# 	Southernmost_Latitude: 27.8483 
# 	Easternmost_Longitude: 34.31 
# 	Westernmost_Longitude: 34.31 
# 	Elevation: -3 m  
#------------------
# Data_Collection   
#	Collection_Name: 00reds02a 
#	Earliest_Year: 1897
#	Most_Recent_Year: 1993
#	Time_Unit: y_ad
#	Core_Length: .999 m
#	Notes: {"database":"PAGES2"}{"database":"LMR_FM"} Ras Um Sidd RUS-93a 
#------------------
# Species
#	Species_Name: Porites spp.
#	Common_Name: 
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
#
#----------------
# Variables 
#
# Data variables follow that are preceded by "##" in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , ,y_ad, , Corals and Sclerosponges, , ,N
##d18O	delta 18 Oxygen, Porites spp, , permil VPDB, , Corals and Sclerosponges, , Mass spectrometer Finnigan MAT 251,N
##depth	depth, Porites lutea, , cm, , Corals and Sclerosponges, , ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN
#
age	d18O	depth
1963.7	-3.73	28.4
1963.55	-3.89	28.6
1963.41	-3.73	28.8
1963.34	-3.57	28.9
1963.2	-3.37	29.1
1963.12	-3.17	29.2
1962.87	-3.34	29.4
1962.75	-3.42	29.5
1962.62	-3.62	29.6
1962.37	-3.73	29.8
1962.12	-3.52	30
1961.99	-3.62	30.15
1961.85	-3.72	30.3
1961.67	-3.63	30.5
1961.58	-3.43	30.6
1961.4	-3.19	30.8
1961.31	-3.02	30.9
1961.12	-2.72	31.1
1960.92	-3.26	31.3
1960.83	-3.56	31.4
1960.62	-3.79	31.6
1960.42	-3.93	31.8
1960.22	-3.52	32
1960.12	-2.94	32.1
1959.92	-3.1	32.3
1959.72	-3.36	32.5
1959.53	-3.62	32.7
1959.33	-3.48	32.9
1959.12	-3.46	33.1
1958.93	-3.54	33.3
1958.74	-3.71	33.5
1958.6	-3.55	33.65
1958.41	-3.31	33.85
1958.27	-3.05	34
1958.12	-3.06	34.15
1957.89	-3.19	34.35
1957.65	-3.35	34.55
1957.36	-3.54	34.8
1957.12	-3.01	35
1956.96	-3.33	35.2
1956.81	-3.46	35.4
1956.64	-3.49	35.6
1956.48	-3.68	35.8
1956.29	-3.59	36.05
1956.12	-3.16	36.25
1955.93	-3.33	36.5
1955.78	-3.61	36.7
1955.62	-3.79	36.9
1955.43	-3.83	37.15
1955.28	-3.59	37.35
1955.12	-3.09	37.55
1954.95	-3.31	37.75
1954.82	-3.38	37.9
1954.65	-3.7	38.1
1954.47	-4.04	38.3
1954.3	-3.54	38.5
1954.12	-3.05	38.7
1953.93	-3.16	38.9
1953.74	-3.64	39.1
1953.51	-3.69	39.35
1953.32	-3.47	39.55
1953.12	-3.03	39.75
1952.93	-3.52	39.95
1952.74	-3.66	40.15
1952.51	-3.9	40.4
1952.32	-3.47	40.6
1952.12	-2.91	40.8
1951.87	-3.44	41
1951.62	-3.74	41.2
1951.37	-3.95	41.4
1951.12	-3.28	41.6
1950.97	-3.29	41.8
1950.82	-3.64	42
1950.59	-3.84	42.3
1950.43	-3.67	42.5
1950.28	-3.4	42.7
1950.12	-3.06	42.9
1949.72	-3.39	43.1
1949.33	-3.78	43.3
1949.12	-3.14	43.4
1948.62	-3.59	43.6
1948.12	-2.95	43.8
1947.84	-3.74	44
1947.41	-3.04	44.3
1947.12	-3.02	44.5
1946.84	-3.81	44.7
1946.55	-3.58	44.9
1946.12	-3.22	45.2
1945.97	-3.34	45.4
1945.82	-3.6	45.6
1945.66	-3.75	45.8
1945.43	-3.93	46.1
1945.28	-3.46	46.3
1945.12	-2.86	46.5
1944.9	-3.56	46.7
1944.57	-3.45	47
1944.35	-3.85	47.2
1944.12	-3.01	47.4
1943.91	-3.19	47.6
1943.7	-3.82	47.8
1943.39	-3.31	48.1
1943.12	-3.12	48.35
1942.92	-3.45	48.55
1942.72	-3.69	48.75
1942.53	-3.63	48.95
1942.33	-3.55	49.15
1942.12	-3.25	49.35
1941.92	-3.31	49.6
1941.77	-3.3	49.8
1941.61	-3.8	50
1941.44	-3.92	50.2
1941.29	-3.6	50.4
1941.12	-3.17	50.6
1940.9	-3.55	50.8
1940.62	-3.76	51.05
1940.35	-3.6	51.3
1940.12	-3.02	51.5
1939.89	-3.71	51.7
1939.6	-3.97	51.95
1939.42	-3.73	52.1
1939.12	-3.33	52.35
1938.89	-3.46	52.55
1938.6	-3.74	52.8
1938.36	-3.48	53
1938.12	-3	53.2
1937.87	-3.46	53.4
1937.62	-3.91	53.6
1937.44	-3.54	53.75
1937.12	-3.26	54
1936.9	-3.55	54.2
1936.62	-3.9	54.45
1936.4	-3.79	54.65
1936.12	-3.09	54.9
1935.87	-3.37	55.15
1935.67	-3.81	55.35
1935.47	-3.71	55.55
1935.28	-3.55	55.75
1935.12	-3.09	55.9
1934.92	-3.57	56.15
1934.75	-3.64	56.35
1934.58	-3.81	56.55
1934.42	-3.66	56.75
1934.25	-3.46	56.95
1934.12	-3.17	57.1
1933.85	-3.22	57.35
1933.62	-3.46	57.55
1933.35	-3.75	57.8
1933.12	-3.31	58
1932.91	-3.81	58.2
1932.7	-3.63	58.4
1932.55	-3.89	58.55
1932.34	-3.46	58.75
1932.12	-3.11	58.95
1932.01	-3.27	59.1
1931.86	-3.72	59.3
1931.74	-3.71	59.45
1931.55	-3.68	59.7
1931.36	-3.49	59.95
1931.24	-3.31	60.1
1931.12	-3.2	60.25
1930.95	-3.5	60.45
1930.82	-3.62	60.6
1930.65	-3.85	60.8
1930.47	-3.72	61
1930.3	-3.49	61.2
1930.12	-3.09	61.4
1929.93	-3.17	61.6
1929.74	-3.45	61.8
1929.51	-3.57	62.05
1929.32	-3.44	62.25
1929.12	-3.17	62.45
1928.98	-3.19	62.65
1928.87	-3.28	62.8
1928.7	-3.41	63.05
1928.55	-3.54	63.25
1928.41	-3.51	63.45
1928.27	-3.27	63.65
1928.12	-3.08	63.85
1927.98	-3.28	64.05
1927.83	-3.78	64.25
1927.68	-3.69	64.45
1927.53	-3.83	64.65
1927.42	-3.43	64.8
1927.24	-3.09	65.05
1927.12	-3.04	65.2
1926.95	-3.26	65.45
1926.85	-3.54	65.6
1926.68	-3.84	65.85
1926.57	-3.94	66
1926.43	-3.61	66.2
1926.26	-3.15	66.45
1926.12	-2.91	66.65
1925.99	-3.21	66.85
1925.85	-3.49	67.05
1925.68	-3.58	67.3
1925.54	-3.88	67.5
1925.4	-3.52	67.7
1925.26	-3.14	67.9
1925.12	-3.01	68.1
1924.93	-3.45	68.3
1924.74	-3.8	68.5
1924.51	-3.56	68.75
1924.32	-3.47	68.95
1924.12	-3.14	69.15
1923.94	-3.4	69.4
1923.79	-3.65	69.6
1923.61	-3.86	69.85
1923.42	-3.56	70.1
1923.27	-3.22	70.3
1923.12	-3.16	70.5
1922.95	-3.37	70.7
1922.82	-3.65	70.85
1922.65	-3.76	71.05
1922.47	-3.39	71.25
1922.3	-3.15	71.45
1922.12	-3.14	71.65
1921.99	-3.25	71.85
1921.82	-3.45	72.1
1921.68	-3.57	72.3
1921.54	-3.58	72.5
1921.4	-3.55	72.7
1921.26	-3.09	72.9
1921.12	-3.04	73.1
1920.98	-3.36	73.3
1920.84	-3.29	73.5
1920.77	-3.46	73.6
1920.62	-3.4	73.8
1920.41	-3.17	74.1
1920.27	-3.07	74.3
1920.12	-2.9	74.5
1919.94	-3.56	74.7
1919.76	-3.64	74.9
1919.67	-3.39	75
1919.49	-3.15	75.2
1919.31	-3.12	75.4
1919.12	-3.08	75.6
1918.97	-3.31	75.8
1918.74	-3.48	76.1
1918.59	-3.73	76.3
1918.43	-3.6	76.5
1918.28	-3.3	76.7
1918.12	-3.02	76.9
1917.93	-3.58	77.1
1917.74	-3.51	77.3
1917.51	-3.66	77.55
1917.32	-3.45	77.75
1917.12	-3	77.95
1916.96	-3.18	78.15
1916.81	-3.26	78.35
1916.61	-3.64	78.6
1916.44	-3.54	78.8
1916.29	-3.44	79
1916.12	-2.74	79.2
1915.98	-3.08	79.4
1915.84	-3.33	79.6
1915.7	-3.39	79.8
1915.48	-3.49	80.1
1915.3	-3.31	80.35
1915.12	-2.72	80.6
1914.96	-3.36	80.85
1914.83	-3.45	81.05
1914.69	-3.52	81.25
1914.56	-3.41	81.45
1914.39	-3.15	81.7
1914.26	-3.01	81.9
1914.12	-2.99	82.1
1913.93	-3.26	82.35
1913.78	-3.49	82.55
1913.62	-3.49	82.75
1913.47	-3.54	82.95
1913.32	-3.21	83.15
1913.12	-2.79	83.4
1912.95	-3.32	83.65
1912.77	-3.33	83.9
1912.62	-3.49	84.1
1912.45	-3.29	84.35
1912.3	-3.01	84.55
1912.12	-2.86	84.8
1911.97	-3.29	85
1911.82	-3.33	85.2
1911.66	-3.6	85.4
1911.51	-3.56	85.6
1911.28	-3.32	85.9
1911.12	-3.01	86.1
1910.91	-3.46	86.4
1910.77	-3.6	86.6
1910.55	-3.49	86.9
1910.41	-3.28	87.1
1910.27	-2.89	87.3
1910.12	-2.53	87.5
1909.87	-3.06	87.8
1909.71	-3.15	88
1909.54	-3.25	88.2
1909.29	-3.12	88.5
1909.12	-2.8	88.7
1908.94	-3.16	88.9
1908.76	-3.52	89.1
1908.49	-3.43	89.4
1908.31	-3.26	89.6
1908.12	-2.87	89.8
1907.96	-3.17	90
1907.79	-3.5	90.2
1907.62	-3.49	90.4
1907.46	-3.23	90.6
1907.29	-3.14	90.8
1907.12	-2.8	91
1906.96	-2.9	91.2
1906.79	-3.4	91.4
1906.62	-3.39	91.6
1906.46	-3.47	91.8
1906.29	-3.42	92
1906.12	-3.05	92.2
1905.98	-3.07	92.4
1905.83	-3.43	92.6
1905.68	-3.52	92.8
1905.53	-3.56	93
1905.38	-3.36	93.2
1905.24	-3.24	93.4
1905.12	-2.85	93.55
1904.96	-2.89	93.75
1904.79	-3.26	93.95
1904.71	-3.6	94.05
1904.58	-3.72	94.2
1904.42	-3.58	94.4
1904.25	-3.52	94.6
1904.12	-3.08	94.75
1903.85	-3.44	94.9
1903.49	-3.44	95.1
1903.12	-3.08	95.3
1902.62	-3.75	95.55
1902.12	-3.39	95.8
1901.87	-3.47	96
1901.62	-3.66	96.2
1901.37	-3.13	96.4
1901.12	-2.87	96.6
1900.82	-3.66	96.8
1900.59	-3.69	96.95
1900.36	-2.94	97.1
1900.12	-2.8	97.25
1899.96	-3.66	97.4
1899.68	-3.53	97.65
1899.4	-3.24	97.9
1899.12	-2.73	98.15
1898.91	-3.08	98.35
1898.76	-3.33	98.5
1898.55	-3.59	98.7
1898.34	-3.16	98.9
1898.12	-2.83	99.1
1897.87	-3.43	99.3
1897.62	-3.52	99.5
1897.37	-3.42	99.7
1897.12	-2.82	99.9
