# Amedee Lighthouse - Elemental Ratios, Isotope, and SST Calibration Data
#----------------------------------------------------------------------- 
#                World Data Center for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
#
# Online_Resource: https://www.ncdc.noaa.gov/cdo/f?p=519:1:::::P1_STUDY_ID:1877:
#
# Original_Source_URL: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/coral/west_pacific/amedee_2002.txt
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Reconstructions
#--------------------
# Contribution_Date
#	Date: 2003-10
#--------------------
# Title
#	Study_Name: Amedee Lighthouse - Elemental Ratios, Isotope, and SST Calibration Data
#--------------------
# Investigators
#       Investigators: Quinn, T.M.; Sampson, D.S. 
#--------------------
# Description_and_Notes
#	Description: Evaluation of elemental ratios and oxygen isotope data from Porites lutea  coral at Am�d�e Island, New Caledonia (22�29S, 166�28E) as proxies for sea surface conditions.  Calibration of 25 year series of measured local  and modeled regional SST and SSS values against coral geochemical proxies.
#--------------------
# Publication 
#       Authors: Quinn, T.M.; Sampson, D.S. 
#       Published_Date_or_Year: 2002     
#       Published_Title: A Multi-Proxy Approach to Reconstructing Sea-Surface Conditions  using Coral Skeleton Geochemistry.
#       Journal_Name: Paleoceanography
#       Volume: 17
#       Edition: 
#       Issue: 4
#       Pages: 1062
#       DOI: 10.1029/2000PA000528
#       Online_Resource: 
#       Full_Citation: Quinn, T. M., and D.S. Sampson, 2002,  A Multi-Proxy Approach to Reconstructing Sea-Surface Conditions  using Coral Skeleton Geochemistry.  Paleoceanography, 17, 4, 1062, doi:10.1029/2000PA000528
#       Abstract: We use elemental ratio (Mg/Ca, Sr/Ca, U/Ca and Ba/Ca) and oxygen isotope data from a Porites lutea coral head collected from offshore Amédée Island, New Caledonia (22°29S, 166°28E) to assess the degree to which changes in these geochemical variables reflect variations in sea surface conditions. We have assessed the robustness of each geochemical proxy by comparing 25 years (1992¿1968) of monthly geochemical variations with a local record of sea surface temperature (SST) and with the appropriate 1° by 1° grid box from a global gridded SST data set. We conclude from our comparison that the most consistent proxies of monthly SST variations at this site are d18O (r2 = -0.84; p = <.0001) and Sr/Ca (r2 = -0.84; p = <.0001). The fidelity of the coral-based Sr/Ca-SST proxy was assessed via calibration- verification exercises at New Caledonia and Rarotonga. The ¿paleoclimate¿ accuracy of the coral Sr/Ca-SST technique is judged to be robust, and the precision of the technique is estimated to be ~0.3° ± 0.5 (2) based on the calibration-verification exercise. In contrast, monthly variations in Mg/Ca and U/Ca ratios are only moderately correlated with monthly SST variations (r2 = 0.55; p = <.0001 for Mg/Ca and r2 = 0.47; p = <.0001). The strength of the correlation between SST and Mg/Ca and U/Ca varies as a function of time, suggesting that variations in these ratios are not a simple function of SST variations. This variability in goodness of fit between U/Ca-SST and Mg/Ca-SST may ultimately limit the use of these ratios as coral paleothermometers. Averaging or stacking individual proxy SST records (Sr/Ca, Mg/Ca and U/Ca) to generate a composite proxy SST record does not necessarily improve the proxy record if the signal-to-noise ratio in each proxy is highly variable. For example, stacking of Sr/Ca-Mg/Ca-U/Ca records at New Caledonia produces a proxy SST time series that has greater standard error than the individual Sr/Ca-SST time series (cf. ordinary least squares standard error of 1.16°C versus 0.86°C). Ba/Ca variations have little correlation with SST, Sr/Ca, Mg/Ca, or U/Ca variations at New Caledonia. In conclusion, variations in oxygen isotopic composition of seawater, calculated by removing the Sr/Ca-based temperature component of the d18O signal, agree reasonably well with observed variations in sea surface salinity, especially at the interannual timescale.
#------------------
# Funding_Agency 
#       Funding_Agency_Name: 
#       Grant: 
#------------------
# Site_Information 
#       Site_Name: Amédée Island, New Caledonia
#       Location: Ocean>Pacific Ocean>South Pacific Ocean>Melanesia>New Caledonia
#	Country: New Caledonia 
#	Northernmost_Latitude: -22.48 
# 	Southernmost_Latitude: -22.48 
# 	Easternmost_Longitude: 166.47 
# 	Westernmost_Longitude: 166.47  
# 	Elevation:   
#------------------
# Data_Collection   
#	Collection_Name: 02newc01b
#	Earliest_Year: 1968
#	Most_Recent_Year: 1992
#	Time_Unit: y_ad
#	Core_Length:
#	Notes: 
#------------------
# Species
#	Species_Name: Porites lutea
#	Common_Name: 
#------------------
# Chronology: 
# 
#
# 
#
# 
#
#
# 
#----------------
# Variables 
#
# Data variables follow that are preceded by ## in columns one and two.
# Data line variables format:  Variables list, one per line, shortname-tab-longname-tab-longname components (9 components: what, material, error, units, seasonality, archive, detail, method, C or N for Character or Numeric data) 
#
##age	age, , ,y_ad, , Corals and Sclerosponges, , ,N
##sst_ORSTOM	sea surface temperature reconstruction, , , degrees C, , Reconstructions, ORSTOM, ,N
##sss_ORSTOM	sea surface salinity reconstruction, , , parts per thousand, , Reconstructions, ORSTOM, ,N
##sst_GISST2	sea surface temperature reconstruction, , , degrees C, , Reconstructions, GISST2, ,N
#
#----------------
# Data:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing Values: NAN 
#
age	sst_ORSTOM	sss_ORSTOM	sst_GISST2
1979.87	23.81	35.82	24.92
1979.79	22.24	35.87	23.76
1979.71	21.34	35.80	22.72
1979.62	20.69	35.86	22.36
1979.54	21.55	35.94	22.79
1979.46	22.36	35.94	23.89
1979.37	23.07	35.70	25.17
1979.29	24.57	35.65	26.17
1979.21	25.53	NAN	26.86
1979.12	24.91	35.57	26.80
1979.04	25.61	35.72	26.31
1978.96	24.79	35.94	25.16
1978.87	22.17	36.04	23.99
1978.79	21.53	36.18	22.97
1978.71	21.95	35.89	22.60
1978.62	20.93	35.86	22.58
1978.54	21.69	35.73	23.02
1978.46	22.83	35.82	24.06
1978.37	23.99	35.82	25.10
1978.29	25.50	35.74	26.22
1978.21	25.92	35.70	26.94
1978.12	26.02	35.77	27.09
1978.04	25.51	35.61	26.50
1977.96	24.65	35.81	25.51
1977.87	23.39	35.80	24.33
1977.79	22.17	35.80	22.98
1977.71	21.24	35.89	22.39
1977.62	20.95	35.94	22.33
1977.54	22.11	35.67	22.93
1977.46	22.26	35.70	23.90
1977.37	23.82	35.63	25.07
1977.29	24.44	35.62	26.22
1977.21	25.63	35.52	26.71
1977.12	25.68	35.45	26.91
1977.04	25.87	35.52	26.45
1976.96	25.75	35.53	25.81
1976.87	24.24	35.59	24.73
1976.79	25.24	35.44	23.49
1976.71	21.25	35.69	22.61
1976.62	21.56	35.58	22.53
1976.54	20.76	35.52	23.21
1976.46	22.93	35.36	24.07
1976.37	23.85	35.47	25.17
1976.29	25.98	35.16	26.35
1976.21	27.13	35.12	26.74
1976.12	26.26	35.37	26.83
1976.04	26.20	35.38	26.67
1975.96	24.97	35.70	25.99
1975.87	24.16	35.65	24.93
1975.79	23.87	35.75	23.92
1975.71	22.47	35.63	23.31
1975.62	21.61	35.55	23.15
1975.54	20.90	35.56	23.41
1975.46	22.80	35.68	24.35
1975.37	22.00	35.34	25.74
1975.29	25.29	35.35	26.57
1975.21	26.21	35.30	27.30
1975.12	25.32	35.53	27.11
1975.04	26.16	35.60	26.91
1974.96	25.71	35.51	25.85
1974.87	NAN	NAN	24.70
1974.79	NAN	NAN	23.67
1974.71	NAN	NAN	22.98
1974.62	NAN	NAN	22.82
1974.54	NAN	NAN	23.26
1974.46	NAN	NAN	24.08
1974.37	NAN	NAN	25.05
1974.29	NAN	NAN	26.20
1974.21	NAN	NAN	26.78
1974.12	NAN	NAN	27.16
1974.04	NAN	NAN	26.97
1973.96	NAN	NAN	26.33
1973.87	NAN	NAN	25.49
1973.79	NAN	NAN	24.29
1973.71	NAN	NAN	23.43
1973.62	NAN	NAN	23.31
1973.54	NAN	NAN	23.81
1973.46	NAN	NAN	24.60
1973.37	NAN	NAN	25.55
1973.29	NAN	NAN	26.39
1973.21	NAN	NAN	27.27
1973.12	NAN	NAN	27.41
1973.04	NAN	NAN	26.82
1972.96	NAN	NAN	25.53
1972.87	NAN	NAN	24.60
1972.79	NAN	NAN	23.42
1972.71	NAN	NAN	22.60
1972.62	NAN	NAN	22.44
1972.54	NAN	NAN	22.84
1972.46	NAN	NAN	23.44
1972.37	NAN	NAN	24.51
1972.29	NAN	NAN	25.67
1972.21	NAN	NAN	26.22
1972.12	NAN	NAN	26.06
1972.04	NAN	NAN	25.72
1971.96	NAN	NAN	25.20
1971.87	NAN	NAN	24.46
1971.79	NAN	NAN	23.74
1971.71	NAN	NAN	23.13
1971.62	NAN	NAN	22.82
1971.54	NAN	NAN	23.03
1971.46	NAN	NAN	23.91
1971.37	NAN	NAN	24.75
1971.29	NAN	NAN	25.67
1971.21	NAN	NAN	26.69
1971.12	NAN	NAN	27.12
1971.04	NAN	NAN	26.80
1970.96	NAN	NAN	25.88
1970.87	NAN	NAN	24.90
1970.79	NAN	NAN	23.67
1970.71	NAN	NAN	22.96
1970.62	NAN	NAN	22.71
1970.54	NAN	NAN	23.22
1970.46	NAN	NAN	24.04
1970.37	NAN	NAN	25.12
1970.29	NAN	NAN	26.36
1970.21	NAN	NAN	27.34
1970.12	NAN	NAN	27.32
1970.04	NAN	NAN	26.95
1969.96	NAN	NAN	25.72
1969.87	NAN	NAN	24.40
1969.79	NAN	NAN	23.37
1969.71	NAN	NAN	22.77
1969.62	NAN	NAN	22.46
1969.54	NAN	NAN	23.05
1969.46	NAN	NAN	24.24
1969.37	NAN	NAN	25.18
1969.29	NAN	NAN	26.20
1969.21	NAN	NAN	26.80
1969.12	NAN	NAN	26.67
1969.04	NAN	NAN	26.36
1968.96	NAN	NAN	25.27
1968.87	NAN	NAN	24.13
1968.79	NAN	NAN	23.24
1968.71	NAN	NAN	22.73
1968.62	NAN	NAN	22.53
1968.54	NAN	NAN	22.99
1968.46	NAN	NAN	23.78
1968.37	NAN	NAN	24.84
1968.29	NAN	NAN	25.75
1968.21	NAN	NAN	26.48
1968.12	NAN	NAN	26.45
1968.04	NAN	NAN	26.16
